Temperature,MidTemp,M.E_full,M.D_NoCorr,MBase,M.A_comp,M.B_fluct
1,24,1.9411273073050792,1.9275040445014717,16.288341950481122,1.9979118306783854,14.872901339050433
1,24,2.01604885319917,2.000827300240145,15.21434225965114,2.1603854142436094,13.810796264535513
1,24,2.3630901440724976,2.34434630790636,14.362949525617854,2.5436811735173954,13.06611774645727
1,24,3.805501269201096,3.781041937041935,14.90994705828081,4.110125888896338,13.643927386256925
1,24,2.2744787663160992,2.264362559467557,16.969261535028757,2.3883562728154555,15.792653649708415
1,24,1.6336387474300331,1.6249906272486876,18.487711763808342,1.7577803979369049,17.089442979376752
1,24,1.8947765956743878,1.8886810436129726,16.204882845899675,2.0200988621930693,15.064677338173512
1,24,1.851598558243845,1.8369445274639635,17.187527186806317,2.0113887372688826,15.615036064195824
1,24,2.864289269503502,2.8511861591300405,16.120247192530254,2.7390062452155477,15.008123578558497
1,24,2.1164009953377736,2.1055443022156957,15.005922981005376,2.1300054588428714,13.837349498178837
1,24,1.9900128513761859,1.973914395486483,13.7944013169675,2.0955107978668797,12.60116466939852
1,24,1.6868968819910442,1.6695599623835458,16.99684338615988,1.8461981185106064,15.233252891749435
1,24,1.912671742302875,1.8952786008033418,14.729499854143764,2.034737761171008,13.34545366900529
1,24,1.987754715746331,1.9704215353656014,13.492843875416062,2.0375180465787834,12.087598923280657
1,24,1.6391222862514356,1.631405635950305,13.48448646841341,1.7002809425944558,12.595817797604395
1,24,3.0288825056170907,2.9822597810030986,18.610112676806988,3.1002631149574236,15.875715316930263
1,24,3.9304652717144988,3.925057360135935,15.334355688900297,3.9698902429631135,14.37307422042571
1,24,1.7703733540087436,1.7485279610862088,14.844830494736103,1.9527291327365093,12.985224587912095
1,24,2.9351598473877316,2.8962145425666352,14.167705403858715,3.0342290547515685,12.38587796266071
1,24,1.5279893038946153,1.5189731261537907,13.610250402159604,1.6256074094948523,12.490597928766503
1,24,1.8837909159080755,1.880591382221917,17.19760210535703,1.9722944815338306,16.26060772219889
1,24,2.861116756159296,2.824694855053272,18.130335942608546,3.0752595308900195,15.822844229285142
1,24,2.1043428602670824,2.0847588810805835,17.383653203822682,2.3033351797040553,15.591481800391282
1,24,2.174749044488173,2.1706632804923194,16.313767972027616,2.2250938115813015,15.301220829482851
1,24,1.390066305575221,1.3889042403512701,15.500177793527074,1.4701701739073278,14.60411886694466
1,24,1.2722669960106312,1.2647861792193846,15.111562182851001,1.349287941812108,13.916351991518008
1,24,1.275384588279819,1.2661144914930005,15.125252205435743,1.3802293272448984,13.810761779550406
1,24,4.644228323078824,4.636227952172203,20.3627861482754,4.908583936941058,19.064215559119415
1,24,2.1013523743487608,2.0896907503889177,16.130842920795818,2.211263407811539,14.833383038672663
1,24,2.368174193689631,2.339943105958137,15.108583706978035,2.515357769924096,13.337401967287185
1,24,2.1302218398125077,2.1157083338001716,13.965236333148848,2.2558243110857976,12.85321716722513
1,24,1.5969331861111327,1.5927663729406694,18.042975496912902,1.6756214762666826,16.879447128294178
1,24,3.564037798144777,3.5153987572440504,13.126272925733925,3.7642823449886533,11.372042195859246
1,24,1.994795196683997,1.9768336048717203,17.19922977408737,2.1214035997378073,15.560345143144417
1,24,1.5830590352659462,1.567393396329577,17.850295741678917,1.709965495329604,16.07718413146858
1,24,2.0823474891838942,2.061491355111226,14.522301395563339,2.286519630975407,13.061847427470754
1,24,2.5859832200317094,2.5805766149117546,18.415691440957033,2.6863156043149297,17.25408856443672
1,24,2.4808497408017782,2.4566191104502915,13.079046192330777,2.699241049514571,11.746715230293539
1,24,1.5692680564332677,1.5504111134396208,14.026776564711374,1.7210102688268976,12.377341719491058
1,24,3.0277973754138565,2.9895287778774255,15.96143681986775,3.0648907919315693,13.943855240501097
1,24,2.4331989810701367,2.434088313891335,20.506891517311253,2.5312107742693124,19.390928588190743
1,24,1.888511600854524,1.884288133453706,16.255353438160373,1.9812014524872377,15.152332692084322
1,24,2.673332865765075,2.6636476956212625,17.00060780671204,2.3609625943811934,15.9311327131248
1,24,1.8434989344269914,1.8379008116269007,21.918589734245376,1.840217537821275,20.428185475548645
1,24,2.391120764556791,2.3880855918917514,16.49904544052162,2.3869977209008706,15.538564045034036
1,24,1.3625820384195775,1.356495214101892,16.775843066098766,1.4403767600325437,15.59044132228182
1,24,2.1642413810528542,2.1406915199286187,14.082560262720003,2.3086193540105286,12.4197099973883
1,24,1.8914740788276085,1.878681843223467,16.138989194218162,1.948926011814121,14.710865785747805
1,24,1.7019239120145315,1.6925232685624723,17.643092372166606,1.8426669828538367,16.13971362332012
1,24,3.369523778695719,3.3538923064418755,17.826550011010593,3.594483766072697,16.347064606097174
1,24,4.518621268383812,4.493817585624256,18.448039423541967,4.715740307054022,17.013069602125626
1,24,1.6002676207618354,1.5920590367913363,17.693223529519145,1.6531150827554482,16.340045098896205
1,24,2.2437646210648317,2.2308779907979197,14.80939690667942,2.3480910620095945,13.636577308044394
1,24,2.901078685422485,2.8978130813087515,21.872778011844524,3.057977636857146,20.610291373516663
1,24,1.8519365901912381,1.8443596913112394,14.383853927064035,1.9608848705649005,13.38513760760913
1,24,2.032244455952194,2.024358476110107,16.615049688734345,2.1730559223463874,15.446275687582073
1,24,1.4951565158874345,1.483374762116496,14.193574199755208,1.5617424534019864,12.853217862538758
1,24,1.9936099470021065,1.983432838618936,17.07124396923119,2.137187555865664,15.759284866471091
1,24,1.262644978928311,1.2504950013047436,17.280407886700363,1.3997376749609998,15.435561240182857
1,24,1.4477253703529498,1.4341507505953832,17.749736745031722,1.6038732834563134,15.887042541217323
1,24,2.460111824607135,2.432373813558994,15.918631583166487,2.62278069426723,14.121735354500085
1,24,2.4975329632587417,2.4860204190742476,16.12050999137033,2.6868038733714967,14.887038104258195
1,24,1.2423796867541492,1.2376863872698938,13.9520474694336,1.3209524716917374,13.040094970427662
1,24,2.372078556568317,2.3613210290596256,20.230495958488685,2.518442102761683,18.730240807893203
1,24,2.0007203905666318,1.9986992827973065,16.759216894167295,2.109478521277175,15.879201789793017
1,24,1.9861681001534253,1.967251694459533,12.8009168457075,2.1519815258592776,11.478205302764042
1,24,2.251829870840958,2.2326413527630495,15.480484632366228,2.435046890895648,14.045941119112827
1,24,2.126362347538555,2.124735845607848,16.122939816970558,2.2613162877723068,15.169456427427557
1,24,3.959836372259935,3.9290169685499037,18.57651671557582,4.22605491333839,16.98537977203849
1,24,2.397804210886071,2.3885490648430596,16.40042863403525,2.504586670018092,15.283969138385467
1,24,2.638114173373084,2.6191750916039935,22.89927789931568,2.892491702809173,20.699119179631186
1,24,2.1963376762944993,2.164383646441095,13.71059582802648,2.4015875526205197,11.801236762767351
1,24,1.4540720480226916,1.4448114123572766,16.351223615172643,1.5553090059579082,14.924115029620996
1,24,1.5267948137309055,1.518393184739885,17.123090789178075,1.634069010394879,15.749553927461774
1,24,3.1913981822012323,3.1599812653423998,17.25820710987645,3.217338288469872,15.40533204572624
1,24,3.7777276948371488,3.7477068426559836,16.922938021028607,4.109497153911468,15.330591918901618
1,24,2.161504715195404,2.136567529811348,20.534715310260644,2.405925119431637,18.05082160327926
1,24,1.9129523966011273,1.9024595354123517,20.316542080092038,2.0369596103963965,18.714772165089716
1,24,2.5118605993308654,2.4754591662841663,14.834197403796463,2.4566112268461975,12.735967223399017
1,24,2.1961882937543056,2.1759753034934115,16.552194097658468,2.2883117355727887,14.866841647864673
1,24,1.668762070287228,1.6540445130924413,17.986606467395287,1.8174207751867844,16.178900574475783
1,24,1.622401492160535,1.6061238090892243,14.851980738628123,1.761662831942425,13.312493305657084
1,24,2.5247034043241756,2.50422742131884,17.67763324893361,2.7170931823070177,15.985733630318581
1,24,1.3699177551382624,1.3642760083260617,14.985004150857515,1.456540440031749,13.94964453705039
1,24,3.186414990813618,3.1681183206756005,15.955118191728772,3.387314536523497,14.743653428205093
1,24,4.605449301068371,4.588722235146673,15.669685268680096,4.837242527337457,14.591158643786878
1,24,2.1190143487561075,2.1035782270570325,13.609132751189977,2.2947413184217,12.402618408967745
1,24,1.3299719651768056,1.3264015584739153,16.92683321603284,1.4148375317788864,15.845484293469667
1,24,1.6357044659101918,1.6329173804945212,16.311602094355436,1.6804360921213688,15.368280381867336
1,24,1.6317772153642949,1.6325964850879329,16.059988750883505,1.6842474173053144,15.183435118820485
1,24,1.5203961933146306,1.5072912281709743,14.558018613312033,1.6435679020955791,13.201779677670856
1,24,1.9484285985746201,1.9344373471447929,12.166957129447749,2.0728487894058603,11.160643489733854
1,24,2.884828534807231,2.8638816374938334,16.88074182826301,3.1233682761652544,15.381467440890876
1,24,1.8971148695133866,1.8827194968063496,15.343981596082928,1.939763547875796,14.016272475610286
1,24,1.8492123698200016,1.847822284831486,16.432788401944464,1.9584229722292583,15.444080325707102
1,24,2.3209382468621973,2.294474680712936,15.8704011612696,2.5576627649427635,14.100213269947169
1,24,2.6675496443117614,2.651976869170479,13.83555851002465,2.828001010078476,12.719581259146207
1,24,4.315689437551011,4.2766228527343495,18.88337074173171,4.551936334892892,16.97625700492804
1,24,2.3475687345791694,2.339375228656406,14.369786605457298,2.449811546937935,13.484868375313672
1,24,3.308958442189132,3.2777190538464387,16.066275358335925,3.494789176963066,14.454708884156338
1,24,1.8933539289467616,1.874920572325068,20.344276243131716,2.060776562684394,18.280252891480647
1,24,2.2088698173394645,2.186144098335665,13.9064298394796,2.4564771070930984,12.371958116918208
1,24,2.65793023875852,2.6228295505096484,17.57797115661616,2.9396769570208074,15.431091318094378
1,24,2.363990471014851,2.3469506104518563,18.712056592027476,2.575120792953491,16.90809980616474
1,24,1.5364951757721617,1.5275270270385186,21.461208643161996,1.6422583782425864,19.78699967276466
1,24,2.715744528560947,2.7069619633397703,19.517997919022864,2.7397246435217557,18.111396483373838
1,24,2.32384725774581,2.3088317350742535,19.765384799020087,2.4887866810857937,18.17242458981097
1,24,1.5634478019205948,1.5558169287363326,14.934037297011466,1.6696846913436572,13.849632063620854
1,24,1.8770178772542423,1.8591632496701331,13.403183372744502,1.9914188412332092,12.153557206238942
1,24,2.8095970586936385,2.7902865405882507,15.534097214658345,3.017295747633525,14.244612903198428
1,24,1.779418739395801,1.7597072533668696,16.449075291315243,1.9506690164534077,14.568962750760626
1,24,3.3029346085164777,3.282434796169329,17.28817885153073,3.5375600319663265,15.834492924487124
1,24,1.8330924592495648,1.8055969901243152,14.772120134703991,2.090054397384461,12.738457444379273
1,24,2.6094808182797995,2.6019431320264146,20.123034823670714,2.7654469474962395,18.949135646330937
1,24,2.655438004647787,2.6460018319075194,19.852145096625783,2.4445651912754705,18.647171634661937
1,24,1.6575239709051226,1.6488090285862902,17.71843145132392,1.7391615908951665,16.31135914934914
1,24,2.590671298912392,2.566149665222418,15.929722377033126,2.8011541781937104,14.306045999468397
1,24,1.7579958863411733,1.754138389009888,17.003200223604907,1.7655856554793425,15.917971869194417
1,24,3.304682388787353,3.274943769643914,15.912221169775822,3.6051016148433965,14.335683728456344
1,24,2.328612517575893,2.306175968954939,17.37486391035261,2.5294787749260865,15.686324291744773
1,24,2.4922508921278537,2.474938682121623,13.948612177542815,2.648897084606436,12.692901015074236
1,24,2.359333198195532,2.3517357743323983,17.76753834871151,2.4844322534359256,16.507540982401128
1,24,1.18711039171146,1.1775978604227788,19.537340265786277,1.2277919920180984,17.67535345493299
1,24,1.3191229340158346,1.304957575869183,16.779292696611673,1.4565054982046648,14.965836808708731
1,24,3.5135035226439375,3.4895660247161517,18.714631729402853,3.6740640308553365,17.12082454666377
1,24,8.520450555992053,8.459156689210134,18.11280033378691,9.031964696841083,16.66510106889022
1,24,2.557278126667918,2.5546666284805686,16.4923093165493,2.5720434642313896,15.494096413786952
1,24,3.2963795020708044,3.2901344008988387,15.51667458600349,3.3143894730961834,14.510793872568758
1,24,2.660310922722033,2.6396032161680916,16.81239160072637,2.787646640478615,15.396873190709439
1,24,1.762854490822488,1.750052722275704,14.598491336598878,1.9038855042346867,13.36285478823404
1,24,1.9707961442270034,1.95057207757887,13.738301393786784,2.1026797494414287,12.31993803956521
1,24,2.838336299001737,2.8203176367441363,20.54556252565624,3.070354165122517,18.85497192665276
1,24,3.1472559161098572,3.144318003009639,13.89660303990522,3.185150248556488,13.125104899888703
1,24,1.8105821274444902,1.8111964190864334,20.591358000790116,1.9044621077378527,19.445913791384772
1,24,3.314393616063216,3.2846706911467427,18.171785316842566,3.5323019729708465,16.414422300112548
1,24,1.8497394833804628,1.8363053073079525,13.4812802577487,1.9609904008639132,12.293499605247767
1,24,2.905505590841165,2.886407201078192,17.58161339930189,3.1196462254355017,16.077450169068552
1,24,1.6967655897234493,1.6894728426825911,17.034527138184497,1.761622683859355,15.796030119526318
1,24,2.3417950365908866,2.3369306387417885,17.331687036780018,2.3989198248130226,16.239807087290753
1,24,2.163875236450755,2.1494065932966158,13.98592504894967,2.28795228301385,12.828629473193187
1,24,3.311926791971723,3.29297100649085,19.023593030273876,3.523010475587083,17.66562576573805
1,24,4.26928482972107,4.260073374381874,20.03977765987867,4.425969179841997,18.725700136893646
1,24,3.072735649658081,3.0485116534478576,18.267559602407477,3.2476503017655927,16.56011318096908
1,24,1.2743051499515876,1.2602626103169783,14.865552841974228,1.3940528332190012,13.221983616633844
1,24,4.0582278705957675,4.040438816051794,14.852344844217809,4.220425218045761,13.696967588961858
1,24,5.6119240352783635,5.590905054740955,18.162536880312,6.012677388903945,16.74401145359127
1,24,2.1830178332033294,2.1627163199596464,20.09080068107651,2.2972505140580024,18.108434902769908
1,24,1.3297491121644498,1.31837146572845,17.94466189038998,1.4110406204087806,16.180655831389938
1,24,1.5150996656373057,1.5050589834701387,16.138220053303677,1.645822819606268,14.76429169158128
1,24,1.3609489802454748,1.34748302889955,17.474609872004173,1.4977660326078688,15.617938759586929
1,24,2.798940827139498,2.7757673246084527,21.965367287173027,3.0289837317392516,19.949335988998968
1,24,2.45216839824817,2.4342918510161122,21.65971835633376,2.645703057665246,19.754328130229236
1,24,2.3577431896902934,2.351271209322995,15.374747743854488,2.3564349689592894,14.439855326434396
1,24,1.5305874616377866,1.5200556002241572,20.039737617224564,1.6300744956328108,18.313620442420934
1,24,1.6947044223896122,1.6856305478387155,13.612897723650457,1.7976374135977276,12.58902919084764
1,24,2.308787541000626,2.2888050695289848,17.084484030446358,2.5171258987465666,15.39081940448418
1,24,3.2162324400713938,3.209368680976117,18.594785339599607,3.3471349182636714,17.492772584321408
1,24,5.020327846308803,5.014270700170667,17.636352146523567,5.293589408698954,16.544670704884368
1,24,2.403813945955852,2.4018747720778713,16.154451934603962,2.4464021861115306,15.15272481686858
1,24,3.7909446465017567,3.781072639240545,19.89481670895679,4.001837344465,18.609775372984284
1,24,1.4744927902068774,1.4678160621750813,15.598150425837108,1.547108393701519,14.441338048578878
1,24,2.0030953183416313,1.9863466887223564,13.301503520244818,2.150664164056439,12.061267231557498
1,24,2.7489484519686713,2.7462272590816528,15.239901588688832,2.926470892454436,14.268666691637485
1,24,1.6573473557131384,1.6527846855230812,13.92001622563774,1.761101420956554,13.022447965118497
1,24,2.6322011388147746,2.6121968007890866,14.088952287517053,2.860366445821034,12.80401578138949
1,24,1.3726663867031985,1.3512420827699898,18.188909574326175,1.5561195827007681,15.66750861865864
1,24,1.3850930792640315,1.3668941567660984,19.306492331362783,1.5410375516005763,17.003221738082612
1,24,3.6213089225491486,3.569018907234266,16.847896349722802,4.032894131350373,14.56341505936277
1,24,1.8234266488058066,1.8178554010054344,17.152145544668183,1.9423715958763135,15.975588685551626
1,24,3.470285780889119,3.4632906571350084,15.866913255622388,3.6033064293671933,14.962854332471476
1,24,2.9444055513216387,2.932653389745814,15.154815110596658,3.0623826628244175,14.173664931088071
1,24,1.387284833411399,1.3802403552145575,15.86420328691967,1.4782136344289636,14.671346436289255
1,24,2.500959751659783,2.482644721595287,15.015664438777378,2.6725303826646325,13.74874864732972
1,24,2.3383436821701715,2.3311153806934657,15.502832742871684,2.4537533977222354,14.502317685317253
1,24,2.57273712293668,2.5455987494918495,16.613618549798773,2.835885053372387,14.910431286015351
1,24,1.9669360920850125,1.9638990131615717,19.54058539370589,1.9311374328311388,18.402370055166088
1,24,3.0864357528723305,3.0843656966535757,18.126926626777884,2.935028087531082,17.046286885614037
1,24,2.028870230166958,2.002262499928042,11.848539024236715,2.266947362666528,10.349886840154078
1,24,1.3699699540040782,1.354736887140222,20.260201261012394,1.5054898209273908,18.018708531019097
1,24,1.4313389429935102,1.423430841588852,16.821566059062857,1.5360044321578896,15.541579494929161
1,24,2.6091425123635315,2.582081527898322,15.117933994460515,2.8780696607166347,13.510258525304835
1,24,2.458186277202269,2.4429234601778314,20.286942247529698,2.6144050972083326,18.460980527621764
