LINE_ID,PrevTemp,GenNum,Prev_PAL_TOT,PAL_TOT,Prev_PAN_TOT,PAN_TOT,Prev_PAL_TOT_comp,Prev_PAN_TOT_comp
C_V11_R1,24.5,7,0,0,130,66,0,129
C_V11_R1,26.4,8,0,0,66,32,0,65
C_V11_R1,26.8,9,0,0,38,79,0,37
C_V11_R1,28.7,10,0,0,79,68,0,78
C_V11_R2,22.9,3,30,41,18,0,29,17
C_V11_R2,25.2,5,72,65,6,0,71,5
C_V11_R2,26.8,9,31,0,6,0,30,5
C_V11_R3,22.9,3,29,46,18,4,28,17
C_V11_R3,24.8,4,46,32,4,3,45,3
C_V11_R3,25.2,5,32,70,9,1,31,8
C_V11_R3,25.6,6,70,25,1,0,69,0
C_V11_R4,22.9,3,39,52,15,0,38,14
C_V11_R4,25.2,5,34,56,6,0,33,5
C_V11_R4,26.8,9,14,0,6,39,13,5
C_V11_R4,28.7,10,0,0,39,88,0,38
C_V11_R5,22.9,3,71,47,14,2,70,13
C_V11_R5,24.8,4,47,5,2,0,46,1
C_V11_R5,25.2,5,5,55,6,1,4,5
C_V11_R5,25.6,6,55,37,1,0,54,0
C_V11_R5,26.8,9,8,0,6,9,7,5
C_V11_R5,28.7,10,0,0,9,31,0,8
C_V12_R1,25.9,3,52,51,18,10,51,17
C_V12_R1,24.8,4,51,11,10,53,50,9
C_V12_R1,26.7,5,11,0,59,107,10,58
C_V12_R1,24.1,6,0,0,107,87,0,106
C_V12_R1,26,7,0,0,87,42,0,86
C_V12_R1,24.9,8,0,0,42,26,0,41
C_V12_R1,25.3,9,0,0,32,36,0,31
C_V12_R1,25.7,10,0,0,36,63,0,35
C_V12_R2,25.9,3,53,40,15,0,52,14
C_V12_R2,26.7,5,18,21,6,1,17,5
C_V12_R2,24.1,6,21,52,1,0,20,0
C_V12_R3,25.9,3,39,60,17,0,38,16
C_V12_R3,26.7,5,68,19,5,7,67,4
C_V12_R3,24.1,6,19,15,7,52,18,6
C_V12_R3,26,7,15,0,52,26,14,51
C_V12_R3,24.9,8,0,0,26,120,0,25
C_V12_R3,25.3,9,0,0,126,41,0,125
C_V12_R3,25.7,10,0,0,41,99,0,40
C_V12_R4,25.9,3,44,44,16,10,43,15
C_V12_R4,24.8,4,44,48,10,13,43,9
C_V12_R4,26.7,5,48,0,19,11,47,18
C_V12_R4,24.1,6,0,0,11,63,0,10
C_V12_R4,26,7,0,0,63,27,0,62
C_V12_R4,24.9,8,0,0,27,76,0,26
C_V12_R4,25.3,9,0,0,82,91,0,81
C_V12_R4,25.7,10,0,0,91,79,0,90
C_V12_R5,25.9,3,58,40,17,1,57,16
C_V12_R5,24.8,4,40,13,1,0,39,0
C_V12_R5,26.7,5,13,59,6,5,12,5
C_V12_R5,24.1,6,59,7,5,8,58,4
C_V12_R5,26,7,7,14,8,11,6,7
C_V12_R5,24.9,8,14,68,11,8,13,10
C_V12_R5,25.3,9,68,0,14,0,67,13
