LINE_ID,PrevTemp,GenNum,Prev_PAL_FEMALE,PAL_FEMALE,Prev_PAN_FEMALE,PAN_FEMALE,Prev_PAL_FEMALE_comp,Prev_PAN_FEMALE_comp,Temp20
C_V06_R1,27.2,10,0,0,16,46,0,15,7.199999999999999
C_V06_R2,22.9,3,36,2,9,0,35,8,2.8999999999999986
C_V06_R2,26.7,5,0,0,4,11,0,3,6.699999999999999
C_V06_R2,24.1,6,0,0,11,42,0,10,4.100000000000001
C_V06_R2,26,7,0,0,42,6,0,41,6
C_V06_R2,24.9,8,0,0,6,40,0,5,4.899999999999999
C_V06_R2,28.3,9,0,0,46,19,0,45,8.3
C_V06_R2,27.2,10,0,0,19,20,0,18,7.199999999999999
C_V06_R3,22.9,3,36,1,8,0,35,7,2.8999999999999986
C_V06_R3,26.7,5,0,0,2,0,0,1,6.699999999999999
C_V06_R4,22.9,3,33,0,7,0,32,6,2.8999999999999986
C_V06_R4,26.7,5,0,0,4,28,0,3,6.699999999999999
C_V06_R4,24.1,6,0,0,28,63,0,27,4.100000000000001
C_V06_R4,26,7,0,0,63,13,0,62,6
C_V06_R4,24.9,8,0,0,13,53,0,12,4.899999999999999
C_V06_R4,28.3,9,0,0,59,54,0,58,8.3
C_V06_R4,27.2,10,0,0,54,32,0,53,7.199999999999999
C_V06_R5,22.9,3,21,11,5,1,20,4,2.8999999999999986
C_V06_R5,26.3,4,11,24,1,0,10,0,6.300000000000001
C_V06_R5,26.7,5,24,35,4,0,23,3,6.699999999999999
C_V06_R5,28.3,9,42,0,4,11,41,3,8.3
C_V06_R5,27.2,10,0,0,11,21,0,10,7.199999999999999
C_V07_R1,24.4,3,5,32,5,0,4,4,4.399999999999999
C_V07_R1,23.7,5,15,31,4,1,14,3,3.6999999999999993
C_V07_R1,27.1,6,31,0,1,0,30,0,7.100000000000001
C_V07_R2,24.4,3,0,0,8,2,0,7,4.399999999999999
C_V07_R2,24.8,4,0,0,2,32,0,1,4.800000000000001
C_V07_R2,23.7,5,0,0,38,25,0,37,3.6999999999999993
C_V07_R2,27.1,6,0,0,25,0,0,24,7.100000000000001
C_V07_R3,24.4,3,5,46,10,0,4,9,4.399999999999999
C_V07_R3,23.7,5,11,13,4,0,10,3,3.6999999999999993
C_V07_R4,24.4,3,14,41,10,0,13,9,4.399999999999999
C_V07_R4,23.7,5,18,29,3,0,17,2,3.6999999999999993
C_V07_R5,24.4,3,27,23,8,1,26,7,4.399999999999999
C_V07_R5,24.8,4,23,11,1,0,22,0,4.800000000000001
C_V07_R5,23.7,5,11,29,4,0,10,3,3.6999999999999993
C_V08_R1,22.9,3,10,2,7,0,9,6,2.8999999999999986
C_V08_R1,26.7,5,23,19,7,0,22,6,6.699999999999999
C_V08_R1,26.8,9,3,0,4,25,2,3,6.800000000000001
C_V08_R1,28.7,10,0,0,25,42,0,24,8.7
C_V08_R2,22.9,3,13,0,8,17,12,7,2.8999999999999986
C_V08_R2,26.3,4,0,0,17,59,0,16,6.300000000000001
C_V08_R2,26.7,5,0,0,65,4,0,64,6.699999999999999
C_V08_R2,25.6,6,0,0,4,0,0,3,5.600000000000001
C_V08_R3,22.9,3,11,0,6,0,10,5,2.8999999999999986
C_V08_R3,26.7,5,0,0,4,19,0,3,6.699999999999999
C_V08_R3,25.6,6,0,0,19,74,0,18,5.600000000000001
C_V08_R3,24.5,7,0,0,74,17,0,73,4.5
C_V08_R3,27.9,8,0,0,17,33,0,16,7.899999999999999
C_V08_R3,26.8,9,0,0,39,60,0,38,6.800000000000001
C_V08_R3,28.7,10,0,0,60,35,0,59,8.7
C_V08_R4,22.9,3,0,0,9,8,0,8,2.8999999999999986
C_V08_R4,26.3,4,0,0,8,34,0,7,6.300000000000001
C_V08_R4,26.7,5,0,0,40,46,0,39,6.699999999999999
C_V08_R4,25.6,6,0,0,46,42,0,45,5.600000000000001
C_V08_R4,24.5,7,0,0,42,39,0,41,4.5
C_V08_R4,27.9,8,0,0,39,0,0,38,7.899999999999999
C_V08_R4,26.8,9,0,0,4,16,0,3,6.800000000000001
C_V08_R4,28.7,10,0,0,16,45,0,15,8.7
C_V08_R5,22.9,3,14,7,6,0,13,5,2.8999999999999986
C_V08_R5,26.7,5,28,35,4,0,27,3,6.699999999999999
C_V08_R5,26.8,9,0,0,4,10,0,3,6.800000000000001
C_V08_R5,28.7,10,0,0,10,38,0,9,8.7
C_V09_R1,24.4,3,38,18,8,2,37,7,4.399999999999999
C_V09_R1,23.3,4,18,47,2,0,17,1,3.3000000000000007
C_V09_R1,25.2,5,47,2,4,0,46,3,5.199999999999999
C_V09_R2,24.4,3,5,10,7,8,4,6,4.399999999999999
C_V09_R2,23.3,4,10,37,8,1,9,7,3.3000000000000007
C_V09_R2,25.2,5,37,1,7,9,36,6,5.199999999999999
C_V09_R2,27.1,6,1,0,9,11,0,8,7.100000000000001
C_V09_R2,27.5,7,0,0,11,0,0,10,7.5
C_V09_R3,24.4,3,20,28,10,0,19,9,4.399999999999999
C_V09_R3,25.2,5,11,18,7,1,10,6,5.199999999999999
C_V09_R3,27.1,6,18,8,1,3,17,0,7.100000000000001
C_V09_R3,27.5,7,8,5,3,0,7,2,7.5
C_V09_R4,24.4,3,0,0,9,4,0,8,4.399999999999999
C_V09_R4,23.3,4,0,0,4,1,0,3,3.3000000000000007
C_V09_R4,25.2,5,0,0,7,1,0,6,5.199999999999999
C_V09_R4,27.1,6,0,0,1,0,0,0,7.100000000000001
C_V09_R5,24.4,3,1,0,9,5,0,8,4.399999999999999
C_V09_R5,23.3,4,0,0,5,19,0,4,3.3000000000000007
C_V09_R5,25.2,5,0,0,25,13,0,24,5.199999999999999
C_V09_R5,27.1,6,0,0,13,32,0,12,7.100000000000001
C_V09_R5,27.5,7,0,0,32,10,0,31,7.5
C_V09_R5,27.9,8,0,0,10,2,0,9,7.899999999999999
C_V09_R5,25.3,9,0,0,8,37,0,7,5.300000000000001
C_V09_R5,25.7,10,0,0,37,35,0,36,5.699999999999999
C_V10_R1,24.4,3,21,14,10,3,20,9,4.399999999999999
C_V10_R1,24.8,4,14,41,3,0,13,2,4.800000000000001
C_V10_R1,26.7,5,41,16,6,3,40,5,6.699999999999999
C_V10_R1,25.6,6,16,9,3,2,15,2,5.600000000000001
C_V10_R1,24.5,7,9,36,2,0,8,1,4.5
C_V10_R1,26.8,9,18,0,4,0,17,3,6.800000000000001
C_V10_R2,24.4,3,8,4,10,0,7,9,4.399999999999999
C_V10_R2,26.7,5,37,33,4,1,36,3,6.699999999999999
C_V10_R2,25.6,6,33,6,1,5,32,0,5.600000000000001
C_V10_R2,24.5,7,6,20,5,2,5,4,4.5
C_V10_R2,26.4,8,20,0,2,0,19,1,6.399999999999999
C_V10_R2,26.8,9,0,0,4,7,0,3,6.800000000000001
C_V10_R2,27.2,10,0,0,7,42,0,6,7.199999999999999
C_V10_R3,24.4,3,3,4,10,6,2,9,4.399999999999999
C_V10_R3,24.8,4,4,0,6,40,3,5,4.800000000000001
C_V10_R3,26.7,5,0,0,46,63,0,45,6.699999999999999
C_V10_R3,25.6,6,0,0,63,53,0,62,5.600000000000001
C_V10_R3,24.5,7,0,0,53,12,0,52,4.5
C_V10_R3,26.4,8,0,0,12,23,0,11,6.399999999999999
C_V10_R3,26.8,9,0,0,29,56,0,28,6.800000000000001
C_V10_R3,27.2,10,0,0,56,36,0,55,7.199999999999999
C_V10_R4,24.4,3,12,0,9,6,11,8,4.399999999999999
C_V10_R4,24.8,4,0,0,6,12,0,5,4.800000000000001
C_V10_R4,26.7,5,0,0,18,52,0,17,6.699999999999999
C_V10_R4,25.6,6,0,0,52,57,0,51,5.600000000000001
C_V10_R4,24.5,7,0,0,57,17,0,56,4.5
C_V10_R4,26.4,8,0,0,17,0,0,16,6.399999999999999
C_V10_R5,24.4,3,14,12,10,0,13,9,4.399999999999999
C_V10_R5,26.7,5,30,40,4,0,29,3,6.699999999999999
C_V11_R1,22.9,3,15,31,5,0,14,4,2.8999999999999986
C_V11_R1,25.2,5,0,0,4,14,0,3,5.199999999999999
C_V11_R1,25.6,6,0,0,14,66,0,13,5.600000000000001
C_V11_R1,24.5,7,0,0,66,37,0,65,4.5
C_V11_R1,26.4,8,0,0,37,13,0,36,6.399999999999999
C_V11_R1,26.8,9,0,0,19,42,0,18,6.800000000000001
C_V11_R1,28.7,10,0,0,42,29,0,41,8.7
C_V11_R2,22.9,3,15,24,9,0,14,8,2.8999999999999986
C_V11_R2,25.2,5,39,28,4,0,38,3,5.199999999999999
C_V11_R2,26.8,9,22,0,4,0,21,3,6.800000000000001
C_V11_R3,22.9,3,13,24,11,1,12,10,2.8999999999999986
C_V11_R3,24.8,4,24,16,1,1,23,0,4.800000000000001
C_V11_R3,25.2,5,16,30,7,0,15,6,5.199999999999999
C_V11_R4,22.9,3,13,28,9,0,12,8,2.8999999999999986
C_V11_R4,25.2,5,16,27,4,0,15,3,5.199999999999999
C_V11_R4,26.8,9,5,0,4,18,4,3,6.800000000000001
C_V11_R4,28.7,10,0,0,18,46,0,17,8.7
C_V11_R5,22.9,3,33,20,9,0,32,8,2.8999999999999986
C_V11_R5,25.2,5,3,23,4,0,2,3,5.199999999999999
C_V11_R5,26.8,9,4,0,4,5,3,3,6.800000000000001
C_V11_R5,28.7,10,0,0,5,15,0,4,8.7
C_V12_R1,25.9,3,27,31,10,6,26,9,5.899999999999999
C_V12_R1,24.8,4,31,5,6,26,30,5,4.800000000000001
C_V12_R1,26.7,5,5,0,32,64,4,31,6.699999999999999
C_V12_R1,24.1,6,0,0,64,42,0,63,4.100000000000001
C_V12_R1,26,7,0,0,42,21,0,41,6
C_V12_R1,24.9,8,0,0,21,13,0,20,4.899999999999999
C_V12_R1,25.3,9,0,0,19,18,0,18,5.300000000000001
C_V12_R1,25.7,10,0,0,18,40,0,17,5.699999999999999
C_V12_R2,25.9,3,30,26,7,0,29,6,5.899999999999999
C_V12_R2,26.7,5,6,13,4,0,5,3,6.699999999999999
C_V12_R3,25.9,3,25,30,7,0,24,6,5.899999999999999
C_V12_R3,26.7,5,28,7,3,3,27,2,6.699999999999999
C_V12_R3,24.1,6,7,11,3,29,6,2,4.100000000000001
C_V12_R3,26,7,11,0,29,12,10,28,6
C_V12_R3,24.9,8,0,0,12,73,0,11,4.899999999999999
C_V12_R3,25.3,9,0,0,79,24,0,78,5.300000000000001
C_V12_R3,25.7,10,0,0,24,53,0,23,5.699999999999999
C_V12_R4,25.9,3,21,33,10,5,20,9,5.899999999999999
C_V12_R4,24.8,4,33,17,5,7,32,4,4.800000000000001
C_V12_R4,26.7,5,17,0,13,4,16,12,6.699999999999999
C_V12_R4,24.1,6,0,0,4,39,0,3,4.100000000000001
C_V12_R4,26,7,0,0,39,16,0,38,6
C_V12_R4,24.9,8,0,0,16,43,0,15,4.899999999999999
C_V12_R4,25.3,9,0,0,49,52,0,48,5.300000000000001
C_V12_R4,25.7,10,0,0,52,37,0,51,5.699999999999999
C_V12_R5,25.9,3,30,20,10,1,29,9,5.899999999999999
C_V12_R5,24.8,4,20,7,1,0,19,0,4.800000000000001
C_V12_R5,26.7,5,7,28,4,3,6,3,6.699999999999999
C_V12_R5,24.1,6,28,5,3,5,27,2,4.100000000000001
C_V12_R5,26,7,5,7,5,5,4,4,6
C_V12_R5,24.9,8,7,38,5,0,6,4,4.899999999999999
C_V12_R5,25.3,9,38,0,6,0,37,5,5.300000000000001
